Id;Semestre;Latitud;Longitud;Edad;Sexo;Carrera;Alimentador;CodigoPostalCasa
A00000456;202410;-0.1629929;-78.4593908;38;M;TECNOLOGIAS DE LA INFORMACION;NULL;100157
A00000456;202420;-0.0786033;-78.4199542;38;M;TECNOLOGIAS DE LA INFORMACION;NULL;100157
A00000456;202510;-0.3640350;-78.4303950;38;M;TECNOLOGIAS DE LA INFORMACION;Alangasí 26A;100157
A00000469;202410;-0.1679661;-78.4726727;31;F;DERECHO;NULL;100401
A00000469;202420;-0.1692549;-78.4730214;31;F;DERECHO;NULL;100401
A00000469;202510;-0.0483653;-78.4481698;31;F;DERECHO;San Antonio 22D;100401
A00000512;202410;-0.3143175;-78.4451036;32;M;INGENIERIA DE SOFTWARE;NULL;170186
A00000512;202420;-0.2546165;-78.5276942;32;M;INGENIERIA DE SOFTWARE;NULL;170186
A00000560;202410;-0.1660105;-78.4650741;29;M;FINANZAS;NULL;170101
A00000560;202420;-0.1633463;-78.4591535;29;M;FINANZAS;NULL;170101
A00000571;202410;-0.1635662;-78.4593451;33;F;MEDICINA;NULL;170106
A00000571;202420;-0.1797812;-78.4784826;33;F;MEDICINA;NULL;170106
A00000571;202510;-0.2877054;-78.4651660;33;F;MEDICINA;Conocoto 23D;170106
A00000643;202410;-0.2020221;-78.4849985;34;M;DERECHO;NULL;170117
A00000677;202410;-0.1850699;-78.4919184;25;M;ODONTOLOGIA;NULL;100101
A00000701;202410;-0.1838529;-78.4803265;25;M;GESTION DEPORTIVA;NULL;100401
A00000701;202510;-0.1757510;-78.4792389;25;M;NEGOCIOS DEPORTIVOS;Iñaquito 28B;100401
A00000705;202410;-0.2326924;-78.4365094;26;M;DERECHO;NULL;170101
A00000705;202420;-0.2311185;-78.4361939;26;M;DERECHO;NULL;170101
A00000705;202510;-0.1873734;-78.4818734;26;M;DERECHO;Olímpico 01C;170101
A00000731;202410;-0.1680238;-78.4726277;26;M;ARQUITECTURA;NULL;100157
A00000758;202410;-0.5090972;-78.5673221;26;F;MEDICINA VETERINARIA;NULL;170186
A00000787;202410;-0.2178136;-78.5070009;27;F;PSICOLOGIA;NULL;100157
A00000816;202410;-0.1633328;-78.4591701;35;M;ADMINISTRACION DE EMPRESAS;NULL;100157
A00000817;202410;-0.1992599;-78.4810134;25;M;DERECHO;NULL;100103
A00000817;202420;-0.1836452;-78.4929292;25;M;DERECHO;NULL;100103
A00000817;202510;-0.1970583;-78.4932196;25;M;DERECHO;Pérez Guerrero 53E;100103
A00000859;202410;-0.2026068;-78.4851532;24;M;ODONTOLOGIA;NULL;170117
A00000859;202420;-0.2022691;-78.4849937;24;M;ODONTOLOGIA;NULL;170117
A00000933;202410;-0.2033064;-78.4845830;28;M;ODONTOLOGIA;NULL;100401
A00000933;202420;-0.2022858;-78.4849577;28;M;ODONTOLOGIA;NULL;100401
A00000937;202410;-0.1633342;-78.4591883;24;F;MEDICINA;NULL;100157
A00000937;202420;-0.1633599;-78.4593500;24;F;MEDICINA;NULL;100157
A00000937;202510;-0.1814283;-78.4753859;24;F;MEDICINA;Olímpico 01C;100157
A00000955;202410;-0.1850132;-78.4885549;30;M;MEDICINA;NULL;170101
A00000955;202420;-0.2443057;-78.5409949;30;M;MEDICINA;NULL;170101
A00001068;202410;-0.1633817;-78.4592517;29;F;PSICOLOGIA;NULL;100202
A00001095;202410;-0.1976011;-78.4806720;24;F;DERECHO;NULL;040102
A00001151;202410;-0.1628445;-78.4591439;25;F;FISIOTERAPIA;NULL;100202
A00001155;202410;-0.1631788;-78.4589449;25;F;PSICOLOGIA;NULL;100157
A00001155;202420;-0.1631277;-78.4594430;25;F;PSICOLOGIA;NULL;100157
A00001155;202510;-0.1634972;-78.4594721;25;F;PSICOLOGIA;Gualo 14E;100157
A00001166;202410;-0.1790826;-78.4808416;26;M;ADMINISTRACION DE EMPRESAS;NULL;100103
A00001193;202410;-0.1633475;-78.4589212;26;F;MEDICINA;NULL;100101
A00001193;202420;-0.1711464;-78.4885130;26;F;MEDICINA;NULL;100101
A00001193;202510;-0.2175443;-78.4017458;26;F;MEDICINA;Gualo 14E;100101
A00001201;202410;-0.1892393;-78.4765297;23;F;MEDICINA;NULL;100101
A00001201;202420;-0.1633153;-78.4594171;23;F;MEDICINA;NULL;100101
A00001201;202510;-0.2155001;-78.4988339;23;F;MEDICINA;Diez Vieja 10C;100101
A00001215;202410;-0.3233343;-78.4311061;27;M;MEDICINA VETERINARIA;NULL;170114
A00001215;202420;-0.1635550;-78.4586673;27;M;MEDICINA VETERINARIA;NULL;170114
A00001253;202410;-0.1679558;-78.4725309;28;M;ARQUITECTURA;NULL;100104
A00001253;202420;-0.1679266;-78.4726908;28;M;ARQUITECTURA;NULL;100104
A00001297;202410;-0.2289693;-78.4848266;24;F;MEDICINA;NULL;100157
A00001339;202410;-0.1622635;-78.4618842;36;M;ENFERMERIA;NULL;170102
A00001339;202420;-0.3372587;-78.4406707;36;M;ENFERMERIA;NULL;170102
A00001369;202410;-0.1634122;-78.4593664;24;M;PSICOLOGIA;NULL;170256
A00001369;202420;-0.1631191;-78.4584895;24;M;PSICOLOGIA;NULL;170256
A00001369;202510;-0.1634535;-78.4587481;24;M;PSICOLOGIA;Gualo 14E;170256
A00001377;202410;-0.2075958;-78.4837825;25;F;RELACIONES INTERNACIONALES;NULL;100157
A00001377;202420;-0.3146236;-78.4437038;25;F;RELACIONES INTERNACIONALES;NULL;100157
A00001385;202410;-0.1977786;-78.4905825;31;M;GESTION DEPORTIVA;NULL;170102
A00001385;202420;-0.2037276;-78.4853189;31;M;GESTION DEPORTIVA;NULL;170102
A00001385;202510;-0.1726502;-78.5014731;31;M;GESTION DEPORTIVA;Gualo 14E;170102
A00001390;202410;-0.1681009;-78.4729125;31;F;AGROINDUSTRIA;NULL;170105
A00001390;202420;-0.1679792;-78.4727036;31;F;AGROINDUSTRIA;NULL;170105
A00001390;202510;-0.1635251;-78.4585893;31;F;AGROINDUSTRIA;Gualo 14E;170105
A00001426;202410;-0.1850132;-78.4885549;26;M;MEDICINA;NULL;100401
A00001426;202420;-0.1797812;-78.4784826;26;M;MEDICINA;NULL;100401
A00001428;202410;-0.1632585;-78.4590004;24;F;MEDICINA VETERINARIA;NULL;170155
A00001428;202420;-0.1634968;-78.4585762;24;F;MEDICINA VETERINARIA;NULL;170155
A00001507;202410;-0.1918188;-78.4795410;29;M;MEDICINA;NULL;100301
A00001507;202420;-0.1919078;-78.4795999;29;M;MEDICINA;NULL;100301
A00001514;202410;-0.1628386;-78.4591230;25;M;INGENIERÍA INDUSTRIAL;NULL;100104
A00001516;202410;-0.1632805;-78.4590275;30;F;PSICOLOGIA;NULL;170106
A00001516;202420;-0.1631734;-78.4596129;30;F;PSICOLOGIA;NULL;170106
A00001559;202410;-0.1631671;-78.4589516;25;M;NEGOCIOS INTERNACIONALES;NULL;100104
A00001638;202410;-0.5090972;-78.5673221;24;M;MEDICINA VETERINARIA;NULL;100104
A00001642;202410;-0.2424728;-78.5255437;29;M;BIOTECNOLOGÍA;NULL;100103
A00001642;202420;-0.1631464;-78.4593792;29;M;BIOTECNOLOGÍA;NULL;100103
A00001642;202510;-0.2589912;-78.4536838;29;M;BIOTECNOLOGÍA;Gualo 14E;100103
A00001674;202410;-0.3081617;-78.4901409;24;M;FISIOTERAPIA;NULL;100157
A00001674;202420;-0.1632048;-78.4595049;24;M;FISIOTERAPIA;NULL;100157
A00001674;202510;-0.1597137;-78.4493657;24;M;FISIOTERAPIA;Gualo 14E;100157
A00001717;202410;-0.1679188;-78.4726739;30;F;DERECHO;NULL;170121
A00001717;202420;-0.1977978;-78.4390379;30;F;DERECHO;NULL;170121
A00001717;202510;-0.1970583;-78.4932196;30;F;DERECHO;Pérez Guerrero 53E;170121
A00001723;202410;-0.1974221;-78.4482817;25;M;PSICOLOGIA;NULL;100104
A00001723;202420;-0.1698552;-78.4778249;25;M;PSICOLOGIA;NULL;100104
A00001723;202510;-0.1697067;-78.4778309;25;M;PSICOLOGIA;Río Coca 16A;100104
A00001766;202410;-0.1559132;-78.4880612;35;M;NEGOCIOS INTERNACIONALES;NULL;100401
A00001766;202420;-0.1633941;-78.4593423;35;M;NEGOCIOS INTERNACIONALES;NULL;100401
A00001786;202410;-0.1845160;-78.4882785;26;M;CIBERSEGURIDAD;NULL;100101
A00001802;202410;-0.1680535;-78.4726624;27;F;ENFERMERIA;NULL;170108
A00001802;202420;-0.1634237;-78.4592224;27;F;ENFERMERIA;NULL;170108
A00001802;202510;-0.1631558;-78.4593265;27;F;ENFERMERIA;Gualo 14E;170108
A00001872;202410;-0.2252437;-78.5078482;25;F;ARQUITECTURA;NULL;100103
A00001885;202410;-0.1678836;-78.4725234;29;M;SONIDO Y ACÚSTICA;NULL;100401
A00001885;202420;-0.1673286;-78.4726023;29;M;SONIDO Y ACÚSTICA;NULL;100401
A00001915;202420;-0.2084539;-78.4850143;27;F;PSICOLOGIA;NULL;100101
A00001915;202510;-0.1632881;-78.4592984;27;F;PSICOLOGIA;Gualo 14E;100101
A00001946;202410;-0.1628788;-78.4594043;25;M;MEDICINA VETERINARIA;NULL;100103
A00001946;202420;-0.1635290;-78.4586476;25;M;MEDICINA VETERINARIA;NULL;100103
A00001946;202510;-0.3233483;-78.4311307;25;M;MEDICINA VETERINARIA;San Rafael 27D;100103
A00001958;202410;-0.1633817;-78.4592517;24;F;PSICOLOGIA;NULL;100101
A00001958;202420;-0.1988231;-78.4361086;24;F;PSICOLOGIA;NULL;100101
A00002025;202410;-0.1635232;-78.4585815;24;F;MEDICINA;NULL;100157
A00002025;202420;-0.1797812;-78.4784826;24;F;MEDICINA;NULL;100157
A00002082;202410;-0.1630791;-78.4595845;27;F;MEDICINA;NULL;100401
A00002082;202420;-0.1633153;-78.4594171;27;F;MEDICINA;NULL;100401
A00002082;202510;-0.2155001;-78.4988339;27;F;MEDICINA;Diez Vieja 10C;100401
A00002083;202410;-0.1674306;-78.4726233;26;F;ARQUITECTURA;NULL;100104
A00002083;202420;-0.1747219;-78.4928548;26;F;ARQUITECTURA;NULL;100104
A00002083;202510;-0.1878554;-78.4773942;26;F;ARQUITECTURA;Olímpico 01D;100104
A00002150;202410;-0.2063920;-78.4957020;24;M;DERECHO;NULL;100103
A00002150;202420;-0.1836534;-78.4929288;24;M;DERECHO;NULL;100103
A00002155;202410;-0.1932099;-78.4782319;26;M;RELACIONES INTERNACIONALES;NULL;100358
A00002155;202420;-0.1675824;-78.4725652;26;M;RELACIONES INTERNACIONALES;NULL;100358
A00002155;202510;-0.1837050;-78.4774166;26;M;RELACIONES INTERNACIONALES;Olímpico 01D;100358
A00002183;202410;-0.2194109;-78.3874679;27;M;DERECHO;NULL;100401
A00002183;202420;-0.2088624;-78.4376156;27;M;DERECHO;NULL;100401
A00002183;202510;-0.1952215;-78.4799703;27;M;DERECHO;La Floresta 12B;100401
A00002184;202410;-0.2063920;-78.4957020;28;M;DERECHO;NULL;100101
A00002184;202420;-0.1992290;-78.4809967;28;M;DERECHO;NULL;100101
A00002184;202510;-0.2996633;-78.4984436;28;M;DERECHO;Conocoto 23A;100101
A00002206;202410;-0.1633113;-78.4591785;26;F;MEDICINA VETERINARIA;NULL;100101
A00002206;202420;-0.1630869;-78.4596446;26;F;MEDICINA VETERINARIA;NULL;100101
A00002228;202410;-0.2414278;-78.5119965;27;M;ODONTOLOGIA;NULL;100103
A00002228;202510;-0.2020637;-78.4848691;27;M;ODONTOLOGIA;Diez Nueva 32B;100103
A00002238;202410;-0.1466723;-78.4529247;27;M;ARTES MUSICALES;NULL;100104
A00002238;202420;-0.2166688;-78.3732623;27;M;ARTES MUSICALES;NULL;100104
A00002238;202510;-0.2089620;-78.4141078;27;M;ARTES MUSICALES;Tumbaco 36D;100104
A00002240;202410;-0.2027897;-78.4849480;24;F;ODONTOLOGIA;NULL;100103
A00002274;202410;-0.1685418;-78.4755912;27;F;ARQUITECTURA;NULL;100104
A00002274;202420;-0.1880069;-78.4806134;27;F;ARQUITECTURA;NULL;100104
A00002274;202510;-0.1677474;-78.4725902;27;F;ARQUITECTURA;Río Coca 16B;100104
A00002305;202410;-0.1632655;-78.4594414;23;F;NEGOCIOS INTERNACIONALES;NULL;100103
A00002305;202420;-0.1392864;-78.5089114;23;F;NEGOCIOS INTERNACIONALES;NULL;100103
A00002305;202510;-0.1669631;-78.4695632;23;F;NEGOCIOS INTERNACIONALES;Río Coca 16B;100103
A00002308;202410;-0.1633342;-78.4591883;26;M;MEDICINA;NULL;100104
A00002308;202420;-0.1633599;-78.4593500;26;M;MEDICINA;NULL;100104
A00002308;202510;-0.1814283;-78.4753859;26;M;MEDICINA;Olímpico 01C;100104
A00002323;202410;-0.1679945;-78.4726053;25;M;DERECHO;NULL;100104
A00002323;202420;-0.1985321;-78.4469344;25;M;DERECHO;NULL;100104
A00002337;202410;-0.2461846;-78.4766041;27;F;ENFERMERIA;NULL;170106
A00002337;202420;-0.1798749;-78.4931270;27;F;ENFERMERIA;NULL;170106
A00002337;202510;-0.1631801;-78.4595481;27;F;ENFERMERIA;Gualo 14E;170106
A00002357;202410;-0.1680238;-78.4726277;27;F;ARQUITECTURA;NULL;100104
A00002387;202410;-0.3374886;-78.4411844;24;F;MEDICINA;NULL;100103
A00002387;202420;-0.1797812;-78.4784826;24;F;MEDICINA;NULL;100103
A00002400;202410;-0.1643557;-78.4679832;32;M;ENFERMERIA;NULL;100103
A00002400;202420;-0.1270892;-78.4866002;32;M;ENFERMERIA;NULL;170150
A00002400;202510;-0.1631558;-78.4593265;32;M;ENFERMERIA;Gualo 14E;100103
A00002415;202410;-0.1632334;-78.4587891;25;M;FINANZAS;NULL;170186
A00002415;202420;-0.1633463;-78.4591535;25;M;FINANZAS;NULL;170186
A00002418;202410;-0.1678407;-78.4724925;25;M;ARQUITECTURA;NULL;100401
A00002418;202420;-0.2211654;-78.4349157;25;M;ARQUITECTURA;NULL;100401
A00002432;202410;-0.2038107;-78.4813328;27;F;MULTIMEDIA Y PRODUCCION AUDIOVISUAL;NULL;170102
A00002432;202420;-0.1628743;-78.4588569;27;F;MULTIMEDIA Y PRODUCCION AUDIOVISUAL;NULL;170102
A00002440;202410;-0.1850403;-78.4884007;24;F;MEDICINA;NULL;100103
A00002440;202420;-0.1797812;-78.4784826;24;F;MEDICINA;NULL;100103
A00002446;202410;-0.1283775;-78.4957834;24;M;MEDICINA;NULL;100103
A00002446;202420;-0.1797812;-78.4784826;24;M;MEDICINA;NULL;100103
A00002447;202410;-0.2118155;-78.3819174;26;F;ODONTOLOGIA;NULL;100157
A00002471;202410;-0.2289693;-78.4848266;24;F;MEDICINA;NULL;100101
A00002476;202410;-0.1920217;-78.4827867;25;F;NEGOCIOS INTERNACIONALES;NULL;170256
A00002476;202420;-0.1897354;-78.4932412;25;F;NEGOCIOS INTERNACIONALES;NULL;170256
A00002499;202410;-0.2626862;-78.4696129;26;M;ENFERMERIA;NULL;100401
A00002499;202420;-0.2466266;-78.5239276;26;M;ENFERMERIA;NULL;170150
A00002502;202420;-0.1635261;-78.4586013;28;F;MERCADOTECNIA;NULL;100104
A00002502;202510;-0.2060292;-78.4970369;28;F;MERCADOTECNIA;Río Coca 16A;100104
A00002534;202410;-0.1633328;-78.4591701;25;F;ADMINISTRACION DE EMPRESAS;NULL;100401
A00002539;202410;-0.1631048;-78.4586801;28;M;PSICOLOGIA;NULL;100157
A00002543;202410;-0.2090611;-78.5090615;26;F;ODONTOLOGIA;NULL;100401
A00002543;202420;-0.2021178;-78.4849730;26;F;ODONTOLOGIA;NULL;100401
A00002543;202510;-0.2022493;-78.4850351;26;F;ODONTOLOGIA;Diez Nueva 32B;100401
A00002604;202410;-0.1678622;-78.4723180;25;M;ARQUITECTURA;NULL;100401
A00002604;202420;-0.1675066;-78.4727113;25;M;ARQUITECTURA;NULL;100401
A00002604;202510;-0.2232691;-78.5096430;25;M;ARQUITECTURA;San Roque 07B;100401
A00002607;202410;-0.1633481;-78.4587079;25;F;PSICOLOGIA;NULL;100401
A00002607;202420;-0.1661961;-78.4684791;25;F;PSICOLOGIA;NULL;100401
A00002610;202420;-0.1635712;-78.4584511;26;F;MEDICINA;NULL;100104
A00002610;202510;-0.2440808;-78.5412731;26;F;MEDICINA;Barrio Nuevo 03B;100104
A00002625;202410;-0.5090972;-78.5673221;25;F;MEDICINA VETERINARIA;NULL;100104
A00002634;202410;-0.3233343;-78.4311061;25;M;MEDICINA VETERINARIA;NULL;040161
A00002634;202420;-0.1634932;-78.4585776;25;M;MEDICINA VETERINARIA;NULL;040161
A00002634;202510;-0.1612109;-78.4572154;25;M;MEDICINA VETERINARIA;Gualo 14E;040161
A00002662;202410;-0.1631504;-78.4590990;30;F;MEDICINA;NULL;100456
A00002662;202420;-0.1634463;-78.4590811;30;F;MEDICINA;NULL;100456
A00002718;202410;-0.1635455;-78.4594815;24;F;COMUNICACION;NULL;100101
A00002978;202410;-0.1630617;-78.4595822;26;M;PERIODISMO;NULL;170186
A00002978;202420;-0.1634836;-78.4630078;26;M;PERIODISMO;NULL;170186
A00002978;202510;-0.1900205;-78.4512992;26;M;PERIODISMO;Nueva Cumbaya 29B;170186
A00003074;202410;-0.1396608;-78.4768852;26;F;MEDICINA;NULL;100402
A00003074;202420;-0.1711464;-78.4885130;26;F;MEDICINA;NULL;100402
A00003074;202510;-0.1632689;-78.4589294;26;F;MEDICINA;Gualo 14E;100402
A00003096;202410;-0.1633342;-78.4591883;25;M;MEDICINA;NULL;100157
A00003096;202420;-0.1633599;-78.4593500;25;M;MEDICINA;NULL;100157
A00003096;202510;-0.1814283;-78.4753859;25;M;MEDICINA;Olímpico 01C;100157
A00003143;202410;-0.1679275;-78.4727488;25;F;DERECHO;NULL;010113
A00003143;202420;-0.1985223;-78.4469282;25;F;DERECHO;NULL;010113
A00003200;202410;-0.0917473;-78.4369177;23;M;INGENIERÍA INDUSTRIAL;NULL;170165
A00003236;202410;-0.1741872;-78.4868266;25;M;MEDICINA VETERINARIA;NULL;170104
A00003236;202420;-0.1634606;-78.4585853;25;M;MEDICINA VETERINARIA;NULL;010150
A00003669;202410;-0.1631671;-78.4589516;29;F;NEGOCIOS INTERNACIONALES;NULL;170113
A00003727;202410;-0.2546365;-78.5276842;25;M;INGENIERIA DE SOFTWARE;NULL;170106
A00003727;202420;-0.1632291;-78.4597299;25;M;INGENIERIA DE SOFTWARE;NULL;170106
A00003836;202410;-0.1829365;-78.4188227;30;M;DERECHO;NULL;170123
A00003836;202420;-0.2002743;-78.4863124;30;M;DERECHO;NULL;170123
A00004012;202410;-0.2023383;-78.4850160;24;F;ODONTOLOGIA;NULL;110101
A00004012;202420;-0.2106248;-78.4469029;24;F;ODONTOLOGIA;NULL;110101
A00004012;202510;-0.2020632;-78.4849304;24;F;ODONTOLOGIA;Diez Nueva 32B;110101
A00004038;202410;-0.1760491;-78.4476091;26;M;ECONOMIA;NULL;170115
A00004038;202420;-0.1761031;-78.4476252;26;M;ECONOMIA;NULL;170115
A00004038;202510;-0.1760875;-78.4476489;26;M;ECONOMIA;Nueva Cumbaya 29D;170115
A00004166;202410;-0.1000587;-78.4660370;27;F;MEDICINA;NULL;110101
A00004170;202410;-0.2206253;-78.5047508;25;F;ARQUITECTURA;NULL;070101
A00004170;202420;-0.1675066;-78.4727113;25;F;ARQUITECTURA;NULL;070101
A00004170;202510;-0.1678358;-78.4727558;25;F;ARQUITECTURA;Río Coca 16B;070101
A00004211;202410;-0.1207305;-78.4298725;25;M;MEDICINA;NULL;170115
A00004211;202420;-0.1935776;-78.4909549;25;M;MEDICINA;NULL;170115
A00004211;202510;-0.2175443;-78.4017458;25;M;MEDICINA;Gualo 14E;170115
A00004287;202410;-0.1207305;-78.4298725;25;F;MEDICINA;NULL;110101
A00004287;202420;-0.1633599;-78.4593500;25;F;MEDICINA;NULL;110101
A00004287;202510;-0.1814283;-78.4753859;25;F;MEDICINA;Olímpico 01C;110101
A00004308;202410;-0.1678836;-78.4725234;28;M;SONIDO Y ACÚSTICA;NULL;111160
A00004308;202420;-0.3351210;-78.5291001;28;M;SONIDO Y ACÚSTICA;NULL;111160
A00004308;202510;-0.3640350;-78.4303950;28;M;SONIDO Y ACÚSTICA;Alangasí 26A;111160
A00004324;202410;-0.2154865;-78.4979075;32;F;ENFERMERIA;NULL;170111
A00004324;202510;-0.1631288;-78.4593498;32;F;ENFERMERIA;Gualo 14E;170111
A00004376;202510;-0.2876879;-78.4650109;27;F;MEDICINA;Conocoto 23D;170112
A00004388;202420;-0.1634618;-78.4586171;24;F;NEGOCIOS INTERNACIONALES;NULL;110103
A00004461;202410;-0.1678836;-78.4725234;30;M;SONIDO Y ACÚSTICA;NULL;170129
A00004461;202420;-0.3351210;-78.5291001;30;M;SONIDO Y ACÚSTICA;NULL;170129
A00004461;202510;-0.1679381;-78.4729244;30;M;SONIDO Y ACÚSTICA;Río Coca 16B;170129
A00004523;202410;-0.1881179;-78.4821961;23;F;ARQUITECTURA;NULL;110103
A00004523;202420;-0.1675466;-78.4724902;23;F;ARQUITECTURA;NULL;110103
A00004738;202410;-0.2626862;-78.4696129;39;F;ENFERMERIA;NULL;170103
A00004738;202420;-0.1633065;-78.4593370;39;F;ENFERMERIA;NULL;170150
A00004761;202410;-0.1857749;-78.4884351;25;F;DISEÑO DE INTERIORES;NULL;170177
A00004761;202420;-0.1633140;-78.4593123;25;F;DISEÑO DE INTERIORES;NULL;170177
A00004879;202410;-0.1922289;-78.4776513;24;M;MEDICINA;NULL;170256
A00004882;202420;-0.0684564;-78.4704150;26;M;MERCADOTECNIA;NULL;170106
A00004882;202510;-0.0788300;-78.4195732;26;M;MERCADOTECNIA;Pomasqui 57A;170106
A00004935;202510;-0.1916883;-78.5007584;37;F;COMUNICACION;Belisario Quevedo 11A;170112
A00004970;202410;-0.0918477;-78.4440454;46;M;ADMINISTRACION DE EMPRESAS;NULL;170102
A00004970;202420;-0.1631729;-78.4596847;46;M;ADMINISTRACION DE EMPRESAS;NULL;170102
A00004970;202510;-0.3157801;-78.4690736;46;M;ADMINISTRACION DE EMPRESAS;San Rafael 27F;170102
A00005222;202410;-0.0991682;-78.4988537;34;F;ADMINISTRACION DE EMPRESAS;NULL;170115
A00005222;202420;-0.2172304;-78.4251951;34;F;ADMINISTRACION DE EMPRESAS;NULL;170115
A00005222;202510;-0.1750467;-78.4788569;34;F;ADMINISTRACION DE EMPRESAS;Río Coca 16H;170115
A00005254;202410;-0.0991682;-78.4988537;27;F;MERCADOTECNIA;NULL;170112
A00005254;202420;-0.1978400;-78.4904817;27;F;MERCADOTECNIA;NULL;170112
A00005254;202510;-0.1970375;-78.4812270;27;F;MERCADOTECNIA;Carolina 24E;170112
A00005293;202410;-0.1635394;-78.4593844;32;F;ADMINISTRACION DE EMPRESAS;NULL;170112
A00005329;202410;-0.1922289;-78.4776513;25;F;MEDICINA;NULL;080103
A00005345;202410;-0.1633866;-78.4593389;42;F;ENFERMERIA;NULL;170108
A00005345;202420;-0.1631243;-78.4593231;42;F;ENFERMERIA;NULL;170108
A00005345;202510;-0.1631288;-78.4593498;42;F;ENFERMERIA;Gualo 14E;170108
A00005387;202410;-0.1680292;-78.4727033;26;M;DERECHO;NULL;170186
A00005387;202420;-0.2019783;-78.4848256;26;M;DERECHO;NULL;170150
A00005387;202510;-0.1744480;-78.4980143;26;M;DERECHO;Granda Centeno 13C;170186
A00005423;202410;-0.1705076;-78.4767958;24;F;MEDICINA;NULL;170112
A00005430;202410;-0.1631911;-78.4584783;25;M;MERCADOTECNIA;NULL;230106
A00005430;202420;-0.2734204;-79.4483131;25;M;MERCADOTECNIA;NULL;230106
A00005502;202410;-0.1633500;-78.4592749;23;F;FISIOTERAPIA;NULL;170186
A00005521;202410;-0.1900167;-78.4871676;25;M;CINE;NULL;130106
A00005521;202420;-0.1629979;-78.4592842;25;M;CINE;NULL;130106
A00005569;202410;-0.1705076;-78.4767958;24;F;MEDICINA;NULL;130802
A00005663;202420;-0.1631366;-78.4584877;28;M;HOSPITALIDAD Y HOTELERÍA;NULL;170106
A00005663;202510;-0.2210818;-78.5152739;28;M;HOSPITALIDAD Y HOTELERÍA;Gualo 14E;170106
A00005691;202410;-0.1780361;-78.4861826;25;M;NEGOCIOS INTERNACIONALES;NULL;170102
A00005691;202420;-0.1991512;-78.4358327;25;M;NEGOCIOS INTERNACIONALES;NULL;170102
A00005691;202510;-0.0982470;-78.4758293;25;M;NEGOCIOS INTERNACIONALES;Cristianía 18A;170102
A00005697;202420;-0.1978583;-78.4848667;27;M;DERECHO;NULL;170114
A00005751;202410;-0.3187208;-78.4374318;26;F;PSICOLOGIA;NULL;170127
A00005751;202420;-0.2060292;-78.4970369;26;F;PSICOLOGIA;NULL;170127
A00005751;202510;-0.2698709;-78.5247937;26;F;PSICOLOGIA;Epiclachima 21F;170127
A00005771;202410;-0.1673735;-78.4725509;26;F;DERECHO;NULL;130301
A00005771;202420;-0.1675063;-78.4726794;26;F;DERECHO;NULL;130301
A00005824;202410;-0.1681406;-78.4727511;24;F;ARQUITECTURA;NULL;080650
A00005855;202410;-0.1631586;-78.4591540;33;F;ENFERMERIA;NULL;170102
A00005899;202410;-0.2026068;-78.4851532;31;F;ODONTOLOGIA;NULL;170110
A00005899;202510;-0.2022313;-78.4850360;31;F;ODONTOLOGIA;Diez Nueva 32B;170110
A00005901;202410;-0.1679275;-78.4727488;24;F;DERECHO;NULL;170101
A00005901;202420;-0.1337367;-78.4783592;24;F;DERECHO;NULL;170101
A00005901;202510;-0.1677793;-78.4724708;24;F;DERECHO;Río Coca 16B;170101
A00005920;202410;-0.2130617;-78.4967762;25;F;MEDICINA;NULL;170186
A00005923;202410;-0.1670766;-78.4724888;29;F;DISEÑO DE INTERIORES;NULL;130801
A00005953;202410;-0.1396608;-78.4768852;24;F;MEDICINA;NULL;220150
A00005953;202420;-0.1633517;-78.4594892;24;F;MEDICINA;NULL;220150
A00005953;202510;-0.2175443;-78.4017458;24;F;MEDICINA;Gualo 14E;220150
A00005991;202410;-0.1703734;-78.4683709;24;M;ECONOMIA;NULL;130301
A00005998;202410;-0.1600943;-78.4784660;26;M;DERECHO;NULL;170155
A00005998;202420;-0.1887075;-78.4820439;26;M;DERECHO;NULL;170155
A00005998;202510;-0.1975876;-78.4806648;26;M;DERECHO;La Floresta 12B;170155
A00006028;202510;-0.1629779;-78.4592606;25;M;MULTIMEDIA Y PRODUCCION AUDIOVISUAL;Gualo 14E;170155
A00006035;202410;-0.1639221;-78.4645911;24;M;MEDICINA VETERINARIA;NULL;130802
A00006054;202420;-0.1953077;-78.4826294;46;M;MEDICINA;NULL;170186
A00006071;202410;-0.1635016;-78.4586751;29;F;PSICOLOGIA;NULL;170112
A00006179;202410;-0.1635675;-78.4594616;24;F;BIOTECNOLOGÍA;NULL;140150
A00006232;202410;-0.2252437;-78.5078482;23;F;ARQUITECTURA;NULL;140150
A00006252;202420;-0.1631571;-78.4589101;27;M;NEGOCIOS INTERNACIONALES;NULL;140164
A00006287;202410;-0.2058564;-78.4879836;31;F;DERECHO;NULL;170101
A00006287;202420;-0.1680096;-78.4723480;31;F;DERECHO;NULL;170101
A00006287;202510;-0.1679562;-78.4800353;31;F;DERECHO;Río Coca 16A;170101
A00006484;202410;-0.1618125;-78.4983582;35;F;DISEÑO DE INTERIORES;NULL;170129
A00006484;202420;-0.1680990;-78.4730127;35;F;DISEÑO DE INTERIORES;NULL;170129
A00006484;202510;-0.1679339;-78.4724189;35;F;DISEÑO DE INTERIORES;Río Coca 16B;170129
A00006504;202420;-0.1633065;-78.4593370;31;F;ENFERMERIA;NULL;170117
A00006504;202510;-0.1633200;-78.4594634;31;F;ENFERMERIA;Gualo 14E;170117
